"","cp","prov","month","location","unemployement","men_s24","men_b24_44","men_g44","women_s24","women_b24_44","women_g44","agriculture","industry","construction","services","previously_unemployed"
"4574",27028,"LUGO","Abril","LUGO",6502,193,1190,1320,192,1929,1678,181,325,496,4770,730
"4575",27029,"LUGO","Abril","MEIRA",58,1,16,15,0,14,12,8,4,6,37,3
"4576",27030,"LUGO","Abril","MONDOÑEDO",135,3,33,35,3,32,29,6,16,11,99,3
"4577",27031,"LUGO","Abril","MONFORTE DE LEMOS",1199,42,192,290,37,295,343,55,115,94,826,109
"4578",27032,"LUGO","Abril","MONTERROSO",189,6,18,52,8,36,69,11,22,17,129,10
"4579",27033,"LUGO","Abril","MURAS",13,1,2,7,0,0,3,0,2,1,9,1
"4580",27034,"LUGO","Abril","NAVIA DE SUARNA",31,1,3,14,2,6,5,5,0,5,20,1
"4581",27035,"LUGO","Abril","NEGUEIRA DE MUÑIZ",28,0,10,9,NA,4,5,2,NA,2,23,1
"4582",27037,"LUGO","Abril","NOGAIS, AS",43,1,12,13,2,6,9,2,3,3,33,2
"4583",27038,"LUGO","Abril","OUROL",52,0,11,17,1,11,12,9,4,1,37,1
"4584",27039,"LUGO","Abril","OUTEIRO DE REI",174,8,26,52,4,54,30,11,15,11,129,8
"4585",27040,"LUGO","Abril","PALAS DE REI",166,4,24,49,7,44,38,8,12,15,130,1
"4586",27041,"LUGO","Abril","PANTON",113,1,13,42,3,28,26,12,12,13,69,7
"4587",27042,"LUGO","Abril","PARADELA",51,3,9,16,0,16,7,4,5,5,36,1
"4588",27043,"LUGO","Abril","PARAMO, O",41,2,4,13,1,11,10,0,2,4,27,8
"4589",27044,"LUGO","Abril","PASTORIZA, A",78,4,9,28,1,17,19,8,7,16,41,6
"4590",27045,"LUGO","Abril","PEDRAFITA DO CEBREIRO",45,1,15,17,1,6,5,4,0,6,34,1
"4591",27047,"LUGO","Abril","POBRA DO BROLLÓN, A",76,2,10,24,3,13,24,7,4,3,53,9
"4592",27046,"LUGO","Abril","POL",47,1,8,9,0,22,7,6,1,1,35,4
"4593",27048,"LUGO","Abril","PONTENOVA, A",76,1,13,27,1,18,16,7,7,7,52,3
"4594",27049,"LUGO","Abril","PORTOMARIN",50,1,6,19,0,12,12,4,3,6,35,2
"4595",27050,"LUGO","Abril","QUIROGA",186,9,39,36,4,48,50,20,30,15,107,14
"4596",27056,"LUGO","Abril","RABADE",97,6,21,19,6,18,27,2,7,12,67,9
"4597",27051,"LUGO","Abril","RIBADEO",692,19,107,131,25,210,200,16,35,56,545,40
"4598",27052,"LUGO","Abril","RIBAS DE SIL",59,2,10,16,1,14,16,3,5,3,48,0
"4599",27053,"LUGO","Abril","RIBEIRA DE PIQUIN",24,NA,7,11,NA,2,4,4,2,4,14,NA
"4600",27054,"LUGO","Abril","RIOTORTO",29,0,4,10,1,5,9,0,5,4,20,NA
"4601",27055,"LUGO","Abril","SAMOS",41,1,8,19,0,6,7,4,6,6,24,1
"4602",27057,"LUGO","Abril","SARRIA",936,24,145,226,29,253,259,46,83,89,657,61
"4603",27058,"LUGO","Abril","SAVIÑAO, O",183,6,25,63,4,31,54,9,17,18,131,8
"4604",27059,"LUGO","Abril","SOBER",115,2,13,30,3,27,40,4,10,7,84,10
"4605",27060,"LUGO","Abril","TABOADA",114,0,13,51,2,30,18,9,14,19,67,5
"4606",27061,"LUGO","Abril","TRABADA",39,2,12,10,NA,6,9,3,5,2,29,NA
"4607",27062,"LUGO","Abril","TRIACASTELA",38,2,8,8,1,14,5,1,4,3,28,2
"4608",27063,"LUGO","Abril","VALADOURO, O",72,1,10,12,4,27,18,1,6,7,57,1
"4609",27064,"LUGO","Abril","VICEDO, O",88,1,12,16,1,31,27,2,5,9,70,2
"4610",27065,"LUGO","Abril","VILALBA",840,19,120,264,24,202,211,35,98,113,543,51
"4611",27066,"LUGO","Abril","VIVEIRO",1124,50,213,188,37,313,323,33,88,73,869,61
"4612",27021,"LUGO","Abril","XERMADE",71,0,7,27,0,22,15,7,7,10,43,4
"4613",27025,"LUGO","Abril","XOVE",166,1,31,23,2,64,45,7,6,11,136,6
"4614",28001,"MADRID","Abril","ACEBEDA, LA",7,0,1,1,0,1,4,NA,0,1,6,NA
"4615",28002,"MADRID","Abril","AJALVIR",261,9,50,50,3,69,80,5,28,11,207,10
"4616",28003,"MADRID","Abril","ALAMEDA DEL VALLE",12,NA,2,2,NA,7,1,0,1,0,10,1
"4617",28004,"MADRID","Abril","ALAMO, EL",704,44,141,133,32,157,197,4,43,86,512,59
"4618",28005,"MADRID","Abril","ALCALA DE HENARES",14024,615,2455,2829,567,3472,4086,69,1428,1275,10269,983
"4619",28006,"MADRID","Abril","ALCOBENDAS",5640,228,1096,1222,194,1327,1573,25,295,353,4726,241
"4620",28007,"MADRID","Abril","ALCORCON",10870,503,1956,2151,472,2693,3095,63,671,973,8623,540
"4621",28008,"MADRID","Abril","ALDEA DEL FRESNO",280,8,64,69,7,62,70,12,19,42,186,21
"4622",28009,"MADRID","Abril","ALGETE",1023,56,152,236,32,199,348,6,108,70,801,38
"4623",28010,"MADRID","Abril","ALPEDRETE",802,27,121,214,28,160,252,3,37,51,676,35
"4624",28011,"MADRID","Abril","AMBITE",65,3,7,16,2,12,25,NA,6,6,50,3
"4625",28012,"MADRID","Abril","ANCHUELO",93,6,20,13,3,22,29,1,7,10,67,8
"4626",28013,"MADRID","Abril","ARANJUEZ",4566,168,795,867,191,1247,1298,72,346,374,3446,328
"4627",28014,"MADRID","Abril","ARGANDA DEL REY",4882,221,824,891,214,1346,1386,49,715,679,3109,330
"4628",28015,"MADRID","Abril","ARROYOMOLINOS",1634,87,286,241,76,524,420,6,121,109,1277,121
"4629",28016,"MADRID","Abril","ATAZAR, EL",9,NA,1,4,NA,1,3,NA,NA,1,8,NA
"4630",28017,"MADRID","Abril","BATRES",88,4,11,19,3,20,31,NA,10,5,70,3
"4631",28018,"MADRID","Abril","BECERRIL DE LA SIERRA",357,8,59,109,6,70,105,1,12,48,283,13
"4632",28019,"MADRID","Abril","BELMONTE DE TAJO",139,6,28,16,7,43,39,4,15,14,99,7
"4633",28021,"MADRID","Abril","BERRUECO, EL",38,2,6,6,1,10,13,1,5,0,31,1
"4634",28020,"MADRID","Abril","BERZOSA DEL LOZOYA",9,NA,2,3,1,1,2,NA,NA,0,9,NA
"4635",28022,"MADRID","Abril","BOADILLA DEL MONTE",1683,40,240,379,45,351,628,4,73,74,1492,40
"4636",28023,"MADRID","Abril","BOALO, EL",443,9,73,99,14,118,130,3,18,39,366,17
"4637",28024,"MADRID","Abril","BRAOJOS",6,1,1,2,1,0,1,NA,NA,1,5,NA
"4638",28025,"MADRID","Abril","BREA DE TAJO",50,7,7,10,4,5,17,3,2,1,37,7
"4639",28026,"MADRID","Abril","BRUNETE",592,27,110,133,21,146,155,5,28,48,487,24
"4640",28027,"MADRID","Abril","BUITRAGO DEL LOZOYA",99,8,15,16,4,26,30,4,3,5,75,12
"4641",28028,"MADRID","Abril","BUSTARVIEJO",171,4,31,53,2,40,41,3,6,17,138,7
"4642",28029,"MADRID","Abril","CABANILLAS DE LA SIERRA",33,0,4,11,0,7,11,NA,1,1,30,1
"4643",28030,"MADRID","Abril","CABRERA, LA",217,10,39,54,12,53,49,3,12,27,170,5
"4644",28031,"MADRID","Abril","CADALSO DE LOS VIDRIOS",313,20,44,73,16,83,77,17,18,33,217,28
"4645",28032,"MADRID","Abril","CAMARMA DE ESTERUELAS",539,24,96,74,18,134,193,4,57,35,414,29
"4646",28033,"MADRID","Abril","CAMPO REAL",473,20,76,77,18,138,144,7,72,27,335,32
"4647",28034,"MADRID","Abril","CANENCIA",30,NA,2,13,1,4,10,NA,0,1,28,1
"4648",28035,"MADRID","Abril","CARABAÑA",165,5,27,30,9,40,54,1,12,24,117,11
"4649",28036,"MADRID","Abril","CASARRUBUELOS",257,11,33,54,9,70,80,1,35,19,188,14
"4650",28037,"MADRID","Abril","CENICIENTOS",202,20,28,37,8,54,55,7,16,21,140,18
"4651",28038,"MADRID","Abril","CERCEDILLA",414,12,81,109,13,106,93,4,6,48,338,18
"4652",28039,"MADRID","Abril","CERVERA DE BUITRAGO",10,NA,2,2,NA,3,3,NA,NA,1,9,NA
"4653",28051,"MADRID","Abril","CHAPINERIA",211,17,34,52,12,39,57,5,7,18,168,13
"4654",28052,"MADRID","Abril","CHINCHON",396,11,74,82,11,91,127,27,27,36,278,28
"4655",28040,"MADRID","Abril","CIEMPOZUELOS",1889,92,352,368,80,523,474,15,144,190,1417,123
"4656",28041,"MADRID","Abril","COBEÑA",270,6,40,68,9,51,96,2,26,14,210,18
"4657",28046,"MADRID","Abril","COLLADO MEDIANO",475,14,84,127,14,98,138,1,21,71,357,25
"4658",28047,"MADRID","Abril","COLLADO VILLALBA",4690,206,913,1070,173,1069,1259,34,158,515,3779,204
"4659",28042,"MADRID","Abril","COLMENAR DEL ARROYO",127,4,24,35,3,29,32,4,7,9,102,5
"4660",28043,"MADRID","Abril","COLMENAR DE OREJA",718,34,112,156,42,179,195,14,84,93,495,32
"4661",28044,"MADRID","Abril","COLMENAREJO",563,19,110,119,24,131,160,2,20,62,455,24
"4662",28045,"MADRID","Abril","COLMENAR VIEJO",2852,146,556,574,93,724,759,24,179,288,2233,128
"4663",28048,"MADRID","Abril","CORPA",48,0,9,8,1,19,11,NA,5,4,39,NA
"4664",28049,"MADRID","Abril","COSLADA",4929,171,895,1053,154,1160,1496,17,323,531,3909,149
"4665",28050,"MADRID","Abril","CUBAS DE LA SAGRA",349,14,59,62,7,100,107,1,43,29,260,16
"4666",28053,"MADRID","Abril","DAGANZO DE ARRIBA",563,26,87,103,21,119,207,4,71,36,426,26
"4667",28054,"MADRID","Abril","ESCORIAL, EL",923,31,153,235,24,184,296,8,33,72,789,21
"4668",28055,"MADRID","Abril","ESTREMERA",104,4,19,27,2,23,29,2,5,20,68,9
"4669",28056,"MADRID","Abril","FRESNEDILLAS DE LA OLIVA",138,3,22,27,6,39,41,2,0,20,105,11
"4670",28057,"MADRID","Abril","FRESNO DE TOROTE",139,7,24,31,3,28,46,6,17,7,104,5
"4671",28058,"MADRID","Abril","FUENLABRADA",14550,736,2493,2610,642,3581,4488,69,1282,1287,11143,769
"4672",28059,"MADRID","Abril","FUENTE EL SAZ DE JARAMA",451,22,95,103,17,95,119,4,26,44,352,25
"4673",28060,"MADRID","Abril","FUENTIDUEÑA DE TAJO",184,9,29,44,5,39,58,13,24,19,121,7
"4674",28061,"MADRID","Abril","GALAPAGAR",2071,69,386,527,69,452,568,25,63,225,1671,87
"4675",28062,"MADRID","Abril","GARGANTA DE LOS MONTES",29,1,6,9,0,5,8,2,1,2,24,NA
"4676",28063,"MADRID","Abril","GARGANTILLA DEL LOZOYA Y PINILLA DE BUIT",21,NA,1,10,0,4,6,1,NA,0,18,2
"4677",28064,"MADRID","Abril","GASCONES",9,1,1,0,1,2,4,NA,NA,1,8,NA
"4678",28065,"MADRID","Abril","GETAFE",11850,521,2140,2338,448,3106,3297,65,793,1191,9122,679
"4679",28066,"MADRID","Abril","GRIÑON",527,30,82,106,22,121,166,4,42,37,406,38
"4680",28067,"MADRID","Abril","GUADALIX DE LA SIERRA",436,21,57,118,23,90,127,3,21,53,329,30
"4681",28068,"MADRID","Abril","GUADARRAMA",919,36,169,217,43,206,248,7,35,84,758,35
"4682",28069,"MADRID","Abril","HIRUELA, LA",2,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA
"4683",28070,"MADRID","Abril","HORCAJO DE LA SIERRA-AOSLOS",6,NA,1,1,NA,2,2,NA,NA,1,5,NA
"4684",28071,"MADRID","Abril","HORCAJUELO DE LA SIERRA",3,NA,NA,0,NA,1,2,NA,NA,0,3,NA
"4685",28072,"MADRID","Abril","HOYO DE MANZANARES",413,14,56,120,12,89,122,2,13,32,352,14
"4686",28073,"MADRID","Abril","HUMANES DE MADRID",1485,84,243,233,73,464,388,11,160,134,1098,82
"4687",28074,"MADRID","Abril","LEGANES",12455,570,2174,2538,585,3144,3444,96,778,1177,9556,848
"4688",28075,"MADRID","Abril","LOECHES",566,26,81,92,23,162,182,8,65,58,419,16
"4689",28076,"MADRID","Abril","LOZOYA",32,1,4,6,1,6,14,NA,1,3,27,1
"4690",28901,"MADRID","Abril","LOZOYUELA-NAVAS-SIETEIGLESIAS",80,3,10,20,4,16,27,0,7,7,62,4
"4691",28078,"MADRID","Abril","MADARCOS",2,NA,0,1,NA,NA,1,NA,NA,0,2,NA
"4692",28079,"MADRID","Abril","MADRID",193307,7261,36941,43760,7349,45822,52174,1173,8240,14956,157216,11722
"4693",28080,"MADRID","Abril","MAJADAHONDA",2540,69,468,604,65,536,798,9,83,136,2208,104
"4694",28082,"MADRID","Abril","MANZANARES EL REAL",573,19,113,154,18,131,138,3,22,52,485,11
"4695",28083,"MADRID","Abril","MECO",997,53,190,158,41,269,286,4,122,85,753,33
"4696",28084,"MADRID","Abril","MEJORADA DEL CAMPO",1685,78,306,307,75,442,477,10,165,159,1293,58
"4697",28085,"MADRID","Abril","MIRAFLORES DE LA SIERRA",450,16,82,128,17,95,112,8,6,44,369,23
"4698",28086,"MADRID","Abril","MOLAR, EL",548,16,95,124,18,149,146,5,34,60,423,26
"4699",28087,"MADRID","Abril","MOLINOS, LOS",272,14,64,68,10,53,63,1,10,33,218,10
"4700",28088,"MADRID","Abril","MONTEJO DE LA SIERRA",20,3,2,6,1,6,2,0,NA,4,15,1
"4701",28089,"MADRID","Abril","MORALEJA DE ENMEDIO",306,8,48,59,16,77,98,1,27,13,247,18
"4702",28090,"MADRID","Abril","MORALZARZAL",709,30,115,198,32,127,207,5,30,67,578,29
"4703",28091,"MADRID","Abril","MORATA DE TAJUÑA",634,33,101,128,32,156,184,20,83,62,422,47
"4704",28092,"MADRID","Abril","MOSTOLES",14586,671,2906,2768,502,3782,3957,138,1011,1531,10962,944
"4705",28093,"MADRID","Abril","NAVACERRADA",160,8,21,47,2,36,46,NA,5,15,135,5
"4706",28094,"MADRID","Abril","NAVALAFUENTE",115,1,18,31,5,27,33,2,6,8,96,3
"4707",28095,"MADRID","Abril","NAVALAGAMELLA",201,8,32,57,9,53,42,5,7,20,152,17
"4708",28096,"MADRID","Abril","NAVALCARNERO",2003,95,365,379,66,611,487,20,147,204,1478,154
"4709",28097,"MADRID","Abril","NAVARREDONDA Y SAN MAMES",7,NA,0,4,NA,1,2,NA,2,1,4,NA
"4710",28099,"MADRID","Abril","NAVAS DEL REY",259,19,48,58,12,53,69,5,12,39,183,20
"4711",28100,"MADRID","Abril","NUEVO BAZTAN",459,30,73,102,18,86,150,2,58,35,350,14
"4712",28101,"MADRID","Abril","OLMEDA DE LAS FUENTES",17,1,1,3,1,5,6,1,0,0,15,1
"4713",28102,"MADRID","Abril","ORUSCO DE TAJUÑA",105,2,14,27,4,30,28,NA,9,14,75,7
"4714",28104,"MADRID","Abril","PARACUELLOS DE JARAMA",911,23,149,189,26,258,266,22,62,53,752,22
"4715",28106,"MADRID","Abril","PARLA",11206,497,2190,2059,481,3298,2681,87,824,1417,8004,874
"4716",28107,"MADRID","Abril","PATONES",17,1,4,5,2,1,4,NA,NA,1,14,2
"4717",28108,"MADRID","Abril","PEDREZUELA",341,14,60,78,10,98,81,5,17,27,272,20
"4718",28109,"MADRID","Abril","PELAYOS DE LA PRESA",271,15,41,71,13,59,72,2,14,29,199,27
"4719",28110,"MADRID","Abril","PERALES DE TAJUÑA",292,18,41,62,13,64,94,2,34,34,195,27
"4720",28111,"MADRID","Abril","PEZUELA DE LAS TORRES",44,1,5,12,2,14,10,NA,2,6,33,3
"4721",28112,"MADRID","Abril","PINILLA DEL VALLE",12,NA,3,3,NA,2,4,NA,2,NA,10,NA
"4722",28113,"MADRID","Abril","PINTO",3675,162,593,623,157,1041,1099,17,385,231,2811,231
"4723",28114,"MADRID","Abril","PIÑUECAR-GANDULLAS",12,0,3,2,0,5,2,NA,NA,1,11,NA
"4724",28115,"MADRID","Abril","POZUELO DE ALARCON",2589,72,414,670,55,529,849,13,110,131,2257,78
"4725",28116,"MADRID","Abril","POZUELO DEL REY",89,1,19,13,4,30,22,0,11,9,64,5
"4726",28117,"MADRID","Abril","PRADENA DEL RINCON",3,NA,2,0,NA,NA,1,NA,0,1,2,NA
"4727",28118,"MADRID","Abril","PUEBLA DE LA SIERRA",4,NA,1,3,NA,0,NA,NA,0,1,2,1
"4728",28902,"MADRID","Abril","PUENTES VIEJAS",38,1,7,9,0,11,10,3,0,5,30,NA
"4729",28119,"MADRID","Abril","QUIJORNA",205,5,34,49,6,45,66,4,6,16,168,11
"4730",28120,"MADRID","Abril","RASCAFRIA",85,2,16,25,1,14,27,3,4,7,67,4
"4731",28121,"MADRID","Abril","REDUEÑA",11,1,1,4,NA,2,3,NA,2,2,7,NA
"4732",28122,"MADRID","Abril","RIBATEJADA",66,2,6,16,6,16,20,3,0,2,58,3
"4733",28123,"MADRID","Abril","RIVAS-VACIAMADRID",4504,215,712,867,172,1122,1416,30,229,285,3671,289
"4734",28124,"MADRID","Abril","ROBLEDILLO DE LA JARA",4,NA,0,3,NA,0,1,NA,NA,1,3,NA
"4735",28125,"MADRID","Abril","ROBLEDO DE CHAVELA",307,11,43,85,18,67,83,7,9,30,238,23
"4736",28126,"MADRID","Abril","ROBREGORDO",3,NA,1,0,NA,2,NA,1,NA,NA,2,NA
"4737",28127,"MADRID","Abril","ROZAS DE MADRID, LAS",3450,100,561,806,68,757,1158,8,130,157,3057,98
"4738",28128,"MADRID","Abril","ROZAS DE PUERTO REAL",23,2,1,5,NA,5,10,1,0,2,19,1
"4739",28129,"MADRID","Abril","SAN AGUSTIN DEL GUADALIX",594,15,73,134,21,139,212,3,42,39,492,18
"4740",28130,"MADRID","Abril","SAN FERNANDO DE HENARES",2563,118,425,453,100,588,879,12,145,203,2114,89
"4741",28131,"MADRID","Abril","SAN LORENZO DE EL ESCORIAL",1034,45,162,243,44,233,307,8,21,65,902,38
"4742",28132,"MADRID","Abril","SAN MARTIN DE LA VEGA",1526,77,250,319,80,404,396,16,93,183,1141,93
"4743",28133,"MADRID","Abril","SAN MARTIN DE VALDEIGLESIAS",677,33,130,157,27,172,158,13,23,101,481,59
"4744",28134,"MADRID","Abril","SAN SEBASTIAN DE LOS REYES",4459,184,759,968,130,1120,1298,15,274,313,3666,191
"4745",28135,"MADRID","Abril","SANTA MARIA DE LA ALAMEDA",107,2,9,23,5,27,41,NA,5,4,95,3
"4746",28136,"MADRID","Abril","SANTORCAZ",50,2,4,10,0,17,17,1,7,1,38,3
"4747",28137,"MADRID","Abril","SANTOS DE LA HUMOSA, LOS",149,6,24,29,4,44,42,NA,17,3,124,5
"4748",28138,"MADRID","Abril","SERNA DEL MONTE, LA",16,1,3,4,1,3,4,NA,NA,2,12,2
"4749",28140,"MADRID","Abril","SERRANILLOS DEL VALLE",273,6,44,63,14,71,75,NA,27,21,211,14
"4750",28141,"MADRID","Abril","SEVILLA LA NUEVA",567,34,79,129,20,143,162,3,23,47,459,35
"4751",28143,"MADRID","Abril","SOMOSIERRA",4,NA,1,1,NA,1,1,NA,NA,1,3,NA
"4752",28144,"MADRID","Abril","SOTO DEL REAL",393,24,68,106,11,77,107,2,20,29,330,12
"4753",28145,"MADRID","Abril","TALAMANCA DE JARAMA",222,5,44,51,6,61,55,NA,11,15,189,7
"4754",28146,"MADRID","Abril","TIELMES",232,11,47,59,6,50,59,13,29,29,142,19
"4755",28147,"MADRID","Abril","TITULCIA",112,6,21,23,9,25,28,1,4,8,89,10
"4756",28148,"MADRID","Abril","TORREJON DE ARDOZ",9359,463,1665,1758,378,2371,2724,148,890,862,7041,418
"4757",28149,"MADRID","Abril","TORREJON DE LA CALZADA",519,30,78,81,10,155,165,7,47,41,386,38
"4758",28150,"MADRID","Abril","TORREJON DE VELASCO",259,11,42,57,12,58,79,2,28,28,183,18
"4759",28151,"MADRID","Abril","TORRELAGUNA",276,12,48,80,10,56,70,7,17,33,207,12
"4760",28152,"MADRID","Abril","TORRELODONES",866,21,147,215,20,144,319,3,32,41,756,34
"4761",28153,"MADRID","Abril","TORREMOCHA DE JARAMA",43,0,6,12,5,5,15,2,4,5,30,2
"4762",28154,"MADRID","Abril","TORRES DE LA ALAMEDA",626,45,113,111,24,155,178,16,89,48,424,49
"4763",28903,"MADRID","Abril","TRES CANTOS",1799,52,310,350,46,397,644,6,101,78,1558,56
"4764",28155,"MADRID","Abril","VALDARACETE",70,NA,9,16,2,13,30,1,12,8,48,1
"4765",28156,"MADRID","Abril","VALDEAVERO",120,6,23,22,7,35,27,1,10,9,94,6
"4766",28157,"MADRID","Abril","VALDELAGUNA",68,3,5,19,4,20,17,4,6,4,52,2
"4767",28158,"MADRID","Abril","VALDEMANCO",46,1,5,13,1,12,14,0,3,4,33,6
"4768",28159,"MADRID","Abril","VALDEMAQUEDA",84,3,11,22,2,22,24,0,3,15,65,1
"4769",28160,"MADRID","Abril","VALDEMORILLO",754,23,122,220,16,140,233,5,38,63,623,25
"4770",28161,"MADRID","Abril","VALDEMORO",5157,223,796,812,250,1479,1597,32,386,349,4116,274
"4771",28162,"MADRID","Abril","VALDEOLMOS-ALALPARDO",174,9,37,34,3,50,41,2,9,12,145,6
"4772",28163,"MADRID","Abril","VALDEPIELAGOS",36,0,6,3,3,11,13,NA,3,1,32,NA
"4773",28164,"MADRID","Abril","VALDETORRES DE JARAMA",309,11,48,81,9,66,94,2,28,32,234,13
"4774",28165,"MADRID","Abril","VALDILECHA",228,9,39,52,9,64,55,13,33,18,151,13
"4775",28166,"MADRID","Abril","VALVERDE DE ALCALA",25,0,8,3,0,5,9,NA,4,1,20,NA
"4776",28167,"MADRID","Abril","VELILLA DE SAN ANTONIO",736,36,97,131,37,189,246,2,52,46,611,25
"4777",28168,"MADRID","Abril","VELLON, EL",140,5,18,28,3,46,40,2,7,13,108,10
"4778",28169,"MADRID","Abril","VENTURADA",91,1,12,29,1,17,31,NA,3,4,80,4
"4779",28170,"MADRID","Abril","VILLACONEJOS",306,18,49,56,19,80,84,18,17,19,238,14
"4780",28171,"MADRID","Abril","VILLA DEL PRADO",439,20,89,116,25,94,95,31,14,61,301,32
"4781",28172,"MADRID","Abril","VILLALBILLA",722,27,108,115,33,242,197,0,83,41,566,32
"4782",28173,"MADRID","Abril","VILLAMANRIQUE DE TAJO",73,6,13,16,1,18,19,7,10,2,52,2
"4783",28174,"MADRID","Abril","VILLAMANTA",202,10,36,37,8,50,61,3,24,19,143,13
"4784",28175,"MADRID","Abril","VILLAMANTILLA",104,8,15,26,6,24,25,1,9,9,74,11
"4785",28176,"MADRID","Abril","VILLANUEVA DE LA CAÑADA",784,24,137,178,30,169,246,6,38,40,677,23
"4786",28177,"MADRID","Abril","VILLANUEVA DEL PARDILLO",776,26,105,182,21,195,247,3,27,57,671,18
"4787",28178,"MADRID","Abril","VILLANUEVA DE PERALES",97,12,10,30,6,13,26,3,5,9,71,9
"4788",28179,"MADRID","Abril","VILLAR DEL OLMO",139,9,20,30,2,35,43,3,11,15,104,6
"4789",28180,"MADRID","Abril","VILLAREJO DE SALVANES",649,26,105,105,35,134,244,14,140,59,372,64
"4790",28181,"MADRID","Abril","VILLAVICIOSA DE ODON",1037,33,186,224,25,230,339,3,54,57,888,35
"4791",28182,"MADRID","Abril","VILLAVIEJA DEL LOZOYA",12,0,1,6,0,2,3,0,0,2,9,1
"4792",28183,"MADRID","Abril","ZARZALEJO",130,4,21,37,5,24,39,6,4,10,99,11
"4793",29001,"MALAGA","Abril","ALAMEDA",516,50,127,126,37,116,60,102,52,95,243,24
"4794",29002,"MALAGA","Abril","ALCAUCIN",186,11,38,54,5,46,32,18,14,25,111,18
"4795",29003,"MALAGA","Abril","ALFARNATE",62,2,20,19,1,16,4,13,3,7,38,1
"4796",29004,"MALAGA","Abril","ALFARNATEJO",37,3,7,17,1,4,5,7,2,7,18,3
"4797",29005,"MALAGA","Abril","ALGARROBO",604,44,145,127,22,154,112,60,23,68,402,51
"4798",29006,"MALAGA","Abril","ALGATOCIN",122,4,22,33,4,23,36,5,3,36,66,12
"4799",29007,"MALAGA","Abril","ALHAURIN DE LA TORRE",4388,252,777,679,219,1126,1335,66,229,380,3268,445
"4800",29008,"MALAGA","Abril","ALHAURIN EL GRANDE",3132,143,518,588,160,860,863,66,245,584,1844,393
"4801",29009,"MALAGA","Abril","ALMACHAR",153,5,25,65,11,35,12,19,4,51,65,14
"4802",29010,"MALAGA","Abril","ALMARGEN",184,9,26,44,8,66,31,40,14,6,121,3
"4803",29011,"MALAGA","Abril","ALMOGIA",444,15,65,97,24,113,130,12,37,104,258,33
"4804",29012,"MALAGA","Abril","ALORA",1696,71,303,359,89,455,419,94,77,257,1116,152
"4805",29013,"MALAGA","Abril","ALOZAINA",249,11,53,59,11,51,64,18,21,38,160,12
"4806",29014,"MALAGA","Abril","ALPANDEIRE",31,1,5,11,0,6,8,2,NA,18,10,1
"4807",29015,"MALAGA","Abril","ANTEQUERA",4380,236,772,748,275,1223,1126,401,466,480,2652,381
"4808",29016,"MALAGA","Abril","ARCHEZ",44,7,7,16,3,7,4,4,NA,17,22,1
"4809",29017,"MALAGA","Abril","ARCHIDONA",765,48,124,168,34,235,156,138,43,79,460,45
"4810",29018,"MALAGA","Abril","ARDALES",253,12,61,63,13,68,36,17,18,67,147,4
"4811",29019,"MALAGA","Abril","ARENAS",99,10,19,42,3,16,9,10,4,24,55,6
"4812",29020,"MALAGA","Abril","ARRIATE",492,30,87,135,13,127,100,30,13,73,364,12
"4813",29021,"MALAGA","Abril","ATAJATE",20,NA,4,8,1,1,6,0,NA,7,13,NA
"4814",29022,"MALAGA","Abril","BENADALID",23,1,1,11,0,6,4,0,NA,5,17,1
"4815",29023,"MALAGA","Abril","BENAHAVIS",309,16,44,54,14,102,79,3,3,17,270,16
"4816",29024,"MALAGA","Abril","BENALAURIA",45,2,9,13,1,11,9,1,2,14,27,1
"4817",29025,"MALAGA","Abril","BENALMADENA",7819,308,1468,1429,279,2170,2165,53,194,472,6524,576
"4818",29026,"MALAGA","Abril","BENAMARGOSA",83,8,16,21,3,21,14,10,7,4,58,4
"4819",29027,"MALAGA","Abril","BENAMOCARRA",228,10,50,62,12,65,29,31,14,28,134,21
"4820",29028,"MALAGA","Abril","BENAOJAN",250,17,36,66,9,59,63,11,31,22,176,10
"4821",29029,"MALAGA","Abril","BENARRABA",37,2,9,11,0,7,8,1,4,4,27,1
"4822",29030,"MALAGA","Abril","BORGE,EL",95,2,26,39,1,15,12,8,1,22,62,2
"4823",29031,"MALAGA","Abril","BURGO, EL",200,9,30,46,11,50,54,11,7,27,147,8
"4824",29032,"MALAGA","Abril","CAMPILLOS",1039,73,163,186,63,305,249,141,56,59,732,51
"4825",29033,"MALAGA","Abril","CANILLAS DE ACEITUNO",161,14,35,53,8,30,21,8,14,45,75,19
"4826",29034,"MALAGA","Abril","CANILLAS DE ALBAIDA",72,5,18,20,4,19,6,5,1,17,40,9
"4827",29035,"MALAGA","Abril","CAÑETE LA REAL",201,15,29,71,10,36,40,33,8,28,120,12
"4828",29036,"MALAGA","Abril","CARRATRACA",98,4,24,27,2,25,16,4,3,23,66,2
"4829",29037,"MALAGA","Abril","CARTAJIMA",19,1,5,7,NA,4,2,0,NA,5,13,1
"4830",29038,"MALAGA","Abril","CARTAMA",2950,141,537,515,118,869,770,112,233,525,1861,219
"4831",29039,"MALAGA","Abril","CASABERMEJA",305,11,60,84,9,83,58,6,10,70,207,12
"4832",29040,"MALAGA","Abril","CASARABONELA",274,14,45,64,13,72,66,14,13,40,191,16
"4833",29041,"MALAGA","Abril","CASARES",600,29,91,121,24,168,167,7,32,75,443,43
