"CODAUTO","CPRO","CMUN","DC","NOMBRE","SUPERFICIE","HABITANTES"
"09","08","282","4","Tiana",7.95,8840
"05","35","028","7","Tías",64.32,20170
"10","03","129","7","Tibi",70.38,1614
"15","31","228","6","Tiebas-Muruarte de Reta",21.35,606
"07","47","163","1","Tiedra",47.31,288
"13","28","146","7","Tielmes",26.88,2650
"07","05","241","3","Tiemblo, El",75.59,4109
"02","50","254","9","Tierga",66.13,186
"02","22","228","3","Tierz",6.54,771
"08","19","268","8","Tierzo",40.06,49
"11","10","904","2","Tiétar",23.93,902
"05","38","047","2","Tijarafe",53.55,2532
"01","04","092","6","Tíjola",67.73,3541
"08","16","206","4","Tinajas",46.89,201
"05","35","029","0","Tinajo",135.29,6279
"03","33","073","5","Tineo",540.83,9389
"07","09","381","1","Tinieblas de la Sierra",29.38,36
"07","05","242","8","Tiñosillos",27.25,787
"15","31","229","9","Tirapu",5.64,40
"17","26","148","7","Tirgo",9.1,180
"10","12","111","4","Tírig",42.34,419
"09","25","221","3","Tírvia",8.76,131
"10","46","241","8","Titaguas",63.21,453
"13","28","147","3","Titulcia",9.95,1313
"09","25","222","8","Tiurana",15.62,73
"09","43","149","5","Tivenys",53.51,899
"09","43","150","8","Tivissa",208.84,1602
"08","19","269","1","Toba, La",36.6,96
"07","09","382","6","Tobar",11.96,25
"08","02","074","0","Tobarra",324.65,7684
"02","50","255","2","Tobed",32.39,214
"17","26","149","0","Tobía",34.94,50
"08","45","167","9","Toboso, El",144.01,1764
"01","41","092","2","Tocina",15.62,9501
"10","12","112","9","Todolella",34.03,155
"12","32","081","6","Toén",58.29,2355
"10","12","113","5","Toga",13.52,100
"06","39","086","0","Tojos, Los",89.49,387
"07","05","243","4","Tolbaños",52.01,82
"08","45","168","5","Toledo",232.14,84873
"10","03","130","1","Tollos",15.97,57
"07","40","201","7","Tolocirio",9.44,47
"16","20","071","8","Tolosa",37.39,19667
"01","29","090","1","Tolox",94.44,2107
"02","22","229","6","Tolva",58.97,121
"01","41","093","8","Tomares",5.16,25359
"08","13","082","1","Tomelloso",242.15,35873
"12","36","054","5","Tomiño",106.61,13499
"09","08","283","0","Tona",16.5,8241
"07","37","323","0","Topas",112.3,530
"12","15","083","5","Toques",77.93,1124
"09","25","223","4","Torà",93.29,1255
"07","24","168","6","Toral de los Guzmanes",21.11,500
"07","24","206","6","Toral de los Vados",24.13,1846
"10","12","114","0","Torás",16.78,223
"07","47","164","6","Tordehumos",61.52,417
"08","19","271","2","Tordellego",33.47,48
"08","19","270","5","Tordelrábano",11.62,26
"09","08","284","5","Tordera",84.6,17216
"07","47","165","9","Tordesillas",141.68,8750
"08","19","272","7","Tordesilos",46.49,92
"07","37","324","5","Tordillos",25.09,347
"12","15","084","0","Tordoia",124.55,3299
"07","09","384","7","Tordómar",30.06,336
"09","08","285","8","Torelló",13.52,14347
"07","24","169","9","Toreno",103.53,3105
"08","19","274","8","Torija",35.07,1448
"11","10","182","2","Toril",149.76,148
"02","44","217","6","Toril y Masegoso",30.67,32
"02","22","230","0","Torla-Ordesa",185.21,304
"07","42","184","9","Torlengua",41.15,59
"17","26","150","3","Tormantos",11.07,131
"07","05","244","9","Tormellas",9.22,40
"02","44","218","2","Tormón",29.34,30
"10","03","131","8","Tormos",5.36,340
"09","25","224","9","Torms, Els",13.36,144
"09","25","225","2","Tornabous",20.1,858
"07","37","325","8","Tornadizo, El",11.44,93
"07","05","245","2","Tornadizos de Ávila",95.47,417
"11","10","183","8","Tornavacas",76.6,1132
"11","10","184","3","Torno, El",22.26,860
"02","44","219","5","Tornos",48.95,206
"07","49","219","6","Toro",324.86,8713
"10","12","115","3","Toro, El",109.95,256
"07","34","182","1","Torquemada",83.63,954
"08","16","209","9","Torralba",55.49,112
"02","22","232","2","Torralba de Aragón",40.39,101
"08","13","083","7","Torralba de Calatrava",101.58,2977
"02","50","256","5","Torralba de los Frailes",59.22,79
"02","44","220","9","Torralba de los Sisones",44.8,155
"08","45","169","8","Torralba de Oropesa",23.45,211
"02","50","257","1","Torralba de Ribota",32.53,174
"10","12","116","6","Torralba del Pinar",21.19,69
"15","31","230","3","Torralba del Río",17.96,103
"02","50","258","7","Torralbilla",25.86,55
"01","11","036","8","Torre Alháquime",17.36,790
"02","44","223","7","Torre de Arcas",34.28,90
"09","25","227","1","Torre de Cabdella, La",165.53,760
"09","08","286","1","Torre de Claramunt, La",14.95,3714
"11","10","187","5","Torre de Don Miguel",11.55,484
"07","47","169","7","Torre de Esgueva",23.6,65
"08","45","171","9","Torre de Esteban Hambrán, La",50.7,1637
"09","43","151","5","Torre de Fontaubella, La",7.16,138
"08","13","084","2","Torre de Juan Abad",399.19,995
"02","44","224","2","Torre de las Arcas",37.17,28
"09","43","152","0","Torre de l'Espanyol, La",27.91,611
"11","06","131","9","Torre de Miguel Sesmero",57.99,1250
"07","47","170","1","Torre de Peñafiel",30.22,48
"11","10","188","1","Torre de Santa María",19.07,534
"07","24","170","3","Torre del Bierzo",119.29,2164
"08","19","279","9","Torre del Burgo",4.91,592
"02","44","225","5","Torre del Compte",19.46,120
"07","49","220","0","Torre del Valle, La",16.47,144
"10","12","119","1","Torre d'En Besora, la",12.31,158
"10","12","120","5","Torre d'en Doménec, la",3.19,180
"17","26","153","1","Torre en Cameros",11.64,10
"02","22","233","8","Torre la Ribera",32.06,101
"02","44","227","4","Torre los Negros",29.15,84
"07","40","206","9","Torre Val de San Pedro",44.41,184
"07","05","247","1","Torre, La",58.37,239
"07","40","202","2","Torreadrada",32.86,55
"10","46","242","3","Torrebaja",4.72,411
"09","25","226","5","Torrebesses",27.76,282
"07","42","185","2","Torreblacos",17.46,25
"10","12","117","2","Torreblanca",29.79,5528
"01","23","085","3","Torreblascopedro",61.43,2546
"07","40","203","8","Torrecaballeros",42.14,1347
"01","14","062","0","Torrecampo",196.54,1059
"01","18","178","4","Torre-Cardela",15.19,736
"10","12","118","8","Torrechiva",11.85,81
"02","44","221","6","Torrecilla de Alcañiz",26.76,433
"07","47","166","2","Torrecilla de la Abadesa",27.34,273
"08","45","170","2","Torrecilla de la Jara",70.61,224
"07","47","167","8","Torrecilla de la Orden",59.88,253
"07","47","168","4","Torrecilla de la Torre",7.28,35
"11","10","185","6","Torrecilla de los Ángeles",43.29,624
"07","09","386","3","Torrecilla del Monte",14.93,67
"07","40","204","3","Torrecilla del Pinar",19.61,191
"02","44","222","1","Torrecilla del Rebollar",63.45,124
"17","26","151","0","Torrecilla en Cameros",30.45,456
"17","26","152","5","Torrecilla sobre Alesanco",4.36,32
"11","10","186","9","Torrecillas de la Tiesa",139.55,1067
"08","19","277","0","Torrecuadrada de Molina",35.8,18
"08","19","278","6","Torrecuadradilla",32.88,24
"01","23","086","6","Torredelcampo",182.16,14247
"09","43","153","6","Torredembarra",8.66,16184
"01","23","087","2","Torredonjimeno",157.78,13696
"09","25","228","7","Torrefarrera",23.41,4605
"09","25","907","8","Torrefeta i Florejacs",89.17,602
"07","09","387","9","Torregalindo",15.36,125
"07","49","221","7","Torregamones",37.39,258
"09","25","230","4","Torregrossa",40.74,2202
"02","50","259","0","Torrehermosa",21.13,59
"07","40","205","6","Torreiglesias",55.08,245
"13","28","148","9","Torrejón de Ardoz",32.62,131376
"13","28","149","2","Torrejón de la Calzada",8.98,8872
"13","28","150","5","Torrejón de Velasco",52.32,4382
"08","19","280","3","Torrejón del Rey",25.17,5434
"11","10","190","8","Torrejón el Rubio",221.88,565
"11","10","189","4","Torrejoncillo",94.54,2935
"08","16","211","0","Torrejoncillo del Rey",201.46,341
"02","44","226","8","Torrelacárcel",35.54,151
"13","28","151","2","Torrelaguna",43.4,4760
"09","25","231","1","Torrelameu",10.81,743
"02","50","260","4","Torrelapaja",15.68,32
"07","09","388","5","Torrelara",12.51,33
"06","39","087","6","Torrelavega",35.53,51494
"09","08","287","7","Torrelavit",23.69,1419
"10","46","243","9","Torrella",1.14,146
"02","50","261","1","Torrellas",2.53,250
"09","08","288","3","Torrelles de Foix",37.19,2348
"09","08","289","6","Torrelles de Llobregat",13.69,6041
"07","47","171","8","Torrelobatón",66.09,408
"13","28","152","7","Torrelodones",21.95,23717
"10","03","132","3","Torremanzanas/Torre de les Maçanes, la",36.48,661
"11","06","132","4","Torremayor",21,957
"11","06","133","0","Torremejía",23.49,2250
"11","10","191","5","Torremenga",12.15,599
"11","10","192","0","Torremocha",63.83,798
"08","19","281","0","Torremocha de Jadraque",11.17,21
"13","28","153","3","Torremocha de Jarama",18.49,1019
"02","44","228","0","Torremocha de Jiloca",33.94,109
"08","19","282","5","Torremocha del Campo",141.25,166
"08","19","283","1","Torremocha del Pinar",50.47,40
"08","19","284","6","Torremochuela",17.82,10
"01","29","901","8","Torremolinos",19.91,68661
"17","26","154","6","Torremontalbo",4.96,10
"07","34","184","2","Torremormojón",28.24,44
"09","17","197","8","Torrent",69.23,82208
"10","46","244","4","Torrent",7.86,175
"02","22","234","3","Torrente de Cinca",56.48,1154
"08","13","085","5","Torrenueva",142,2702
"01","18","916","7","Torrenueva Costa",6.47,2682
"11","10","193","6","Torreorgaz",28.78,1676
"14","30","037","3","Torre-Pacheco",189.61,35676
"07","09","389","8","Torrepadre",28.56,69
"01","23","088","8","Torreperogil",90.94,7276
"11","10","194","1","Torrequemada",30.81,565
"01","23","090","5","Torres",80.04,1406
"01","23","091","2","Torres de Albánchez",57.89,787
"02","44","229","3","Torres de Albarracín",28.31,180
"02","22","235","6","Torres de Alcanadre",17.63,86
"02","22","236","9","Torres de Barbués",13.94,252
"02","50","262","6","Torres de Berrellén",53.81,1446
"14","30","038","9","Torres de Cotillas, Las",38.76,21471
"13","28","154","8","Torres de la Alameda",43.79,7779
"09","25","232","6","Torres de Segre",50.57,2277
"07","49","222","2","Torres del Carrizal",30.35,410
"15","31","231","0","Torres del Río",12.39,126
"10","46","245","7","Torres Torres",11.77,637
"07","09","390","2","Torresandino",93.2,634
"07","47","172","3","Torrescárcela",50.76,154
"09","25","233","2","Torre-serona",5.81,397
"07","37","327","7","Torresmenudas",11.88,190
"02","44","230","7","Torrevelilla",33.44,186
"10","03","133","9","Torrevieja",71.76,83337
"08","45","172","4","Torrico",33.53,709
"02","44","231","4","Torrijas",57.34,41
"02","50","263","2","Torrijo de la Cañada",74.57,199
"02","44","232","9","Torrijo del Campo",44.04,455
"08","45","173","0","Torrijos",17.34,13466
"09","17","198","4","Torroella de Fluvià",16.95,694
"09","17","199","7","Torroella de Montgrí",66.11,11645
"09","43","154","1","Torroja del Priorat",13.2,149
"01","29","091","8","Torrox",50.05,17234
"08","19","285","9","Torrubia",28.18,19
"07","42","187","1","Torrubia de Soria",52.33,65
"08","16","212","5","Torrubia del Campo",53.36,257
"08","16","213","1","Torrubia del Castillo",17.47,38
"09","17","200","1","Tortellà",11.01,809
"08","19","286","2","Tórtola de Henares",26.85,1044
"07","05","246","5","Tórtoles",20.78,51
"07","09","391","9","Tórtoles de Esgueva",79.2,448
"09","43","155","4","Tortosa",219.11,33372
"08","19","287","8","Tortuera",82.21,194
"08","19","288","4","Tortuero",46.86,18
"01","18","179","7","Torvizcón",51.43,648
"07","09","392","4","Tosantos",5.74,54
"09","17","201","8","Toses",57.71,171
"02","50","264","7","Tosos",68.65,183
"09","17","202","3","Tossa de Mar",38.43,5683
"01","29","092","3","Totalán",9.2,746
"14","30","039","2","Totana",287.28,32008
"08","45","174","5","Totanés",26.04,348
"12","15","085","3","Touro",115.34,3574
"10","46","246","0","Tous",127.52,1263
"12","27","061","5","Trabada",82.59,1118
"07","24","171","0","Trabadelo",69.69,357
"07","37","328","3","Trabanca",29.7,184
"07","49","223","8","Trabazos",93.16,878
"08","16","215","9","Tragacete",61.75,249
"08","19","289","7","Traíd",48.59,23
"10","12","121","2","Traiguera",59.76,1378
"02","44","234","0","Tramacastiel",47.29,72
"02","44","235","3","Tramacastilla",24.81,103
"02","22","239","4","Tramaced",15.42,104
"11","06","134","5","Trasierra",58.18,622
"12","32","082","1","Trasmiras",56.74,1286
"02","50","265","0","Trasmoz",18.26,86
"02","50","266","3","Trasobares",71.76,122
"07","47","173","9","Traspinedo",26.3,1109
"12","15","086","6","Trazo",101.3,3113
"01","11","037","4","Trebujena",70.72,7028
"07","49","224","3","Trefacio",25.48,189
"07","37","329","6","Tremedal de Tormes",33.46,43
"09","25","234","7","Tremp",302.47,5844
"13","28","903","6","Tres Cantos",37.93,47722
"01","04","901","1","Tres Villas, Las",85.35,568
"07","40","207","5","Trescasas",32.66,1071
"08","16","216","2","Tresjuncos",70.29,293
"07","09","394","5","Trespaderne",36.81,783
"06","39","088","2","Tresviso",16.24,62
"07","42","188","7","Trévago",20.51,43
"01","18","180","1","Trevélez",90.96,732
"17","26","155","9","Treviana",34.94,154
"12","27","062","0","Triacastela",51.18,641
"08","16","217","8","Tribaldos",21.33,107
"17","26","157","8","Tricio",6.35,380
"01","21","070","8","Trigueros",117.98,7713
"07","47","174","4","Trigueros del Valle",37.8,314
"08","19","290","1","Trijueque",35.63,1201
"08","19","291","8","Trillo",161.87,1319
"07","34","185","5","Triollo",63.29,67
"02","44","236","6","Tronchón",57.11,67
"07","24","172","5","Truchas",301.38,443
"16","48","087","1","Trucios-Turtzioz",25.97,501
"11","06","135","8","Trujillanos",20.27,1387
"11","10","195","4","Trujillo",649.53,9012
"07","09","395","8","Tubilla del Agua",78.69,135
"07","09","396","1","Tubilla del Lago",23.21,164
"06","39","089","5","Tudanca",52.57,141
"15","31","232","5","Tudela",215.06,36258
"07","47","175","7","Tudela de Duero",60.52,8564
"17","26","158","4","Tudelilla",19.06,361
"10","46","247","6","Tuéjar",121.92,1116
"12","36","055","8","Tui",68.32,16701
"05","35","030","4","Tuineje",276.3,15241
"15","31","233","1","Tulebras",3.81,128
"07","24","173","1","Turcia",31.99,993
"07","40","208","1","Turégano",70.78,979
"10","46","248","2","Turís",80.51,6646
"08","45","175","8","Turleque",100.85,749
"01","18","181","8","Turón",55.58,239
"01","04","093","2","Turre",107.96,3549
"01","04","094","7","Turrillas",39.17,240
"01","23","092","7","Úbeda",403.98,34345
"16","48","088","7","Ubide",2.84,160
"01","11","038","0","Ubrique",69.75,16597
"15","31","234","6","Ucar",11.85,184
"08","19","293","9","Uceda",47.25,2616
"07","42","189","0","Ucero",17.13,50
"08","16","218","4","Uclés",64.61,222
"06","39","090","9","Udías",19.94,934
"16","48","065","6","Ugao-Miraballes",5.26,4152
"08","45","176","1","Ugena",15.16,5411
"01","18","182","3","Ugíjar",66.96,2523
"15","31","123","4","Uharte Arakil",38.05,805
"08","19","294","4","Ujados",11.84,28
"15","31","235","9","Ujué/Uxue",112.12,182
"14","30","040","6","Ulea",40.02,874
"01","04","095","0","Uleila del Campo",38.67,833
"09","17","204","4","Ullà",7.31,1153
"09","08","290","0","Ullastrell",7.39,2093
"09","17","205","7","Ullastret",11.02,290
"09","43","156","7","Ulldecona",126.81,6300
"09","43","157","3","Ulldemolins",38.05,396
"09","17","203","9","Ultramort",4.42,223
"15","31","236","2","Ultzama",96.44,1653
"01","41","094","3","Umbrete",12.42,8894
"07","05","249","0","Umbrías",11.69,99
"02","50","267","9","Uncastillo",230.87,636
"15","31","237","8","Unciti",37.31,211
"02","50","268","5","Undués de Lerda",42.99,50
"07","47","176","0","Unión de Campos, La",35.99,228
"14","30","041","3","Unión, La",25.75,20225
"15","31","238","4","Unzué/Untzue",18.88,144
"08","16","219","7","Uña",23.55,82
"07","49","225","6","Uña de Quintana",29.78,133
"07","09","398","3","Úrbel del Castillo",30.83,74
"08","45","177","7","Urda",217.82,2529
"15","31","239","7","Urdazubi/Urdax",7.75,349
"15","31","240","1","Urdiain",15.19,653
"07","24","174","6","Urdiales del Páramo",32.84,510
"16","48","089","0","Urduliz",7.81,4456
"16","48","074","1","Urduña/Orduña",33.49,4232
"16","01","054","9","Urkabustaiz",60.85,1371
"16","20","072","3","Urnieta",22.4,6168
"07","47","177","6","Urones de Castroponce",18.7,110
"01","04","096","3","Urrácal",25.47,350
"15","31","241","8","Urraul Alto",140.86,133
"15","31","242","3","Urraul Bajo",59.81,322
"02","44","237","2","Urrea de Gaén",41.12,435
"02","50","269","8","Urrea de Jalón",25.64,418
"16","20","077","6","Urretxu",7.71,6756
"02","50","270","2","Urriés",37.27,39
"15","31","244","4","Urroz",11.93,183
"15","31","243","9","Urroz-Villa",11.26,377
"07","47","178","2","Urueña",44.07,182
"07","40","210","8","Urueñas",32.87,106
"17","26","160","1","Uruñuela",13.62,976
"09","17","206","0","Urús",17.6,189
"15","31","245","7","Urzainqui/Urzainki",20.92,84
"11","06","136","1","Usagre",240.67,1763
"02","50","271","9","Used",85.29,269
"10","12","122","7","Useras/Useres, les",80.69,962
"16","20","073","9","Usurbil",25.64,6174
"08","19","296","0","Utande",19.04,31
"02","50","272","4","Utebo",17.72,18691
"15","31","246","0","Uterga",8.63,153
"10","46","249","5","Utiel",236.91,11531
"01","41","095","6","Utrera",651.27,50728
"02","44","238","8","Utrillas",39.82,2978
"15","31","247","6","Uztárroz/Uztarroze",58.34,151
"09","08","291","7","Vacarisses",40.44,6688
"07","42","190","4","Vadillo",14.08,96
"07","49","226","9","Vadillo de la Guareña",44.16,248
"07","05","251","0","Vadillo de la Sierra",46.15,60
"07","09","400","0","Vadocondes",25.69,353
"09","17","014","4","Vajol, La",4.66,89
"07","24","185","7","Val de San Lorenzo",49.49,505
"02","50","274","5","Val de San Martín",25.66,66
"06","39","095","5","Val de San Vicente",51.04,2728
"12","15","088","8","Val do Dubra",108.64,3876
"02","44","239","1","Valacloche",15.02,22
"12","27","063","6","Valadouro, O",110.45,1991
"02","44","240","5","Valbona",40.72,167
"07","47","179","5","Valbuena de Duero",46.57,468
"07","34","186","8","Valbuena de Pisuerga",29.02,47
"07","49","227","5","Valcabado",10.11,372
"06","39","091","6","Valdáliga",97.77,2182
"13","28","155","1","Valdaracete",64.31,609
"08","19","297","6","Valdarachas",9.69,40
"11","10","196","7","Valdastillas",8.1,321
"02","44","241","2","Valdealgorfa",46.93,612
"07","09","403","8","Valdeande",30.98,106
"07","47","180","9","Valdearcos de la Vega",14.66,57
"08","19","298","2","Valdearenas",15.44,76
"08","19","299","5","Valdeavellano",24.02,114
"07","42","191","1","Valdeavellano de Tera",19.46,191
"13","28","156","4","Valdeavero",18.79,1554
"08","19","300","9","Valdeaveruelo",17.27,1072
"11","06","137","7","Valdecaballeros",90.12,1077
"11","10","197","3","Valdecañas de Tajo",18.83,110
"07","37","330","0","Valdecarros",27.23,338
"07","05","252","5","Valdecasa",21.79,61
"08","16","906","7","Valdecolmenas, Los",31.31,72
"08","19","301","6","Valdeconcha",23.47,40
"02","44","243","3","Valdecuenca",18.64,34
"07","49","228","1","Valdefinjas",16.3,55
"07","24","175","9","Valdefresno",102.48,2187
"11","10","198","9","Valdefuentes",27.14,1174
"07","37","331","7","Valdefuentes de Sangusín",34.56,196
"07","24","176","2","Valdefuentes del Páramo",24.17,321
"08","02","075","3","Valdeganga",70.66,2028
"07","42","192","6","Valdegeña",13.3,38
"16","01","055","2","Valdegovía/Gaubea",238.27,996
"08","19","302","1","Valdegrudas",13.92,56
"07","37","332","2","Valdehijaderos",11.75,79
"02","50","273","0","Valdehorna",7.95,33
"11","10","199","2","Valdehúncar",25.94,175
"11","06","901","7","Valdelacalzada",31.79,2711
"07","37","333","8","Valdelacasa",8.22,215
"11","10","200","6","Valdelacasa de Tajo",72.9,348
"07","37","334","3","Valdelageve",16.35,76
"07","42","193","2","Valdelagua del Cerro",4.85,18
"13","28","157","0","Valdelaguna",42.13,937
"01","21","071","5","Valdelarco",14.87,239
"08","19","303","7","Valdelcubo",13.83,45
"02","44","244","8","Valdelinares",55.09,88
"07","37","335","6","Valdelosa",63.43,409
"02","44","245","1","Valdeltormo",16,283
"07","24","177","8","Valdelugueros",143.47,508
"17","26","161","8","Valdemadera",13.93,8
"07","42","194","7","Valdemaluque",62.98,151
"13","28","158","6","Valdemanco",17.58,914
"08","13","086","8","Valdemanco del Esteras",142.46,170
"13","28","159","9","Valdemaqueda",52.2,781
"08","16","224","4","Valdemeca",69.82,84
"07","37","336","9","Valdemierque",17.31,63
"07","24","178","4","Valdemora",13.4,82
"11","10","201","3","Valdemorales",9.95,200
"13","28","160","3","Valdemorillo",93.68,12518
"08","16","225","7","Valdemorillo de la Sierra",70.27,59
"13","28","161","0","Valdemoro",64.17,75983
"08","16","227","6","Valdemoro-Sierra",107.64,110
"07","42","195","0","Valdenebro",51.41,106
"07","47","181","6","Valdenebro de los Valles",42.07,192
"08","19","304","2","Valdenuño Fernández",24.81,257
"11","10","202","8","Valdeobispo",42.1,656
"06","39","092","1","Valdeolea",83.63,947
"08","16","228","2","Valdeolivas",46.05,202
"07","34","189","3","Valdeolmillos",20.59,57
"13","28","162","5","Valdeolmos-Alalpardo",26.81,4136
"08","13","087","4","Valdepeñas",489.26,30077
"01","23","093","3","Valdepeñas de Jaén",183.8,3714
"08","19","305","5","Valdepeñas de la Sierra",70.05,152
"07","24","179","7","Valdepiélago",56.81,344
"13","28","163","1","Valdepiélagos",17.59,584
"07","24","180","1","Valdepolo",142.54,1219
"07","42","196","3","Valdeprado",31.92,8
"06","39","093","7","Valdeprado del Río",88.93,337
"07","40","211","5","Valdeprados",19.45,67
"07","24","181","8","Valderas",99.63,1623
"07","34","190","7","Valderrábano",28.81,50
"08","19","306","8","Valderrebollo",14.61,23
"06","39","094","2","Valderredible",298.26,989
"07","24","182","3","Valderrey",60.23,446
"02","44","246","4","Valderrobres",124.04,2425
"07","42","197","9","Valderrodilla",32.17,68
"07","37","337","5","Valderrodrigo",22.35,150
"01","18","914","1","Valderrubio",5.53,2086
"07","24","183","9","Valderrueda",160.78,832
"03","33","034","9","Valdés",353.52,11504
"07","24","184","4","Valdesamario",61.73,194
"07","49","229","4","Valdescorriel",27.84,125
"08","19","307","4","Valdesotos",27.3,26
"07","47","182","1","Valdestillas",36.29,1643
"11","06","138","3","Valdetorres",39.69,1173
"13","28","164","6","Valdetorres de Jarama",33.52,4497
"08","16","902","0","Valdetórtola",103.21,133
"07","34","192","9","Valde-Ucieza",42.59,91
"07","40","212","0","Valdevacas de Montejo",17.53,30
"07","40","213","6","Valdevacas y Guijar",18.17,99
"08","45","179","6","Valdeverdeja",67.9,564
"07","24","187","6","Valdevimbre",68.01,978
"07","09","405","6","Valdezate",20.47,142
"13","28","165","9","Valdilecha",42.48,2933
"07","09","406","9","Valdorros",16.64,313
"12","15","087","2","Valdoviño",88.22,6563
"07","37","338","1","Valdunciel",33.23,98
"07","47","183","7","Valdunquillo",30.84,147
"10","46","250","8","València",139.31,794288
"11","10","203","4","Valencia de Alcántara",594.83,5397
"07","24","188","2","Valencia de Don Juan",58.5,5351
"11","06","139","6","Valencia de las Torres",210.22,564
"11","06","140","0","Valencia del Mombuey",74.95,744
"11","06","141","7","Valencia del Ventoso",99.19,1973
"01","41","096","9","Valencina de la Concepción",25.13,7751
"01","14","063","6","Valenzuela",19.04,1131
"08","13","088","0","Valenzuela de Calatrava",44.08,688
"08","16","903","6","Valeras, Las",113.05,1496
"07","37","339","4","Valero",26.27,330
"02","22","242","0","Valfarta",33.2,67
"08","19","308","0","Valfermoso de Tajuña",29.45,60
"12","36","056","1","Valga",40.64,5869
"17","26","162","3","Valgañón",31.74,126
"08","19","309","3","Valhermoso",29.09,23
"08","16","231","6","Valhermoso de la Fuente",32.12,57
"02","44","247","0","Valjunquera",41.84,330
"10","12","124","8","Vall d'Alba",52.92,2807
"10","03","134","4","Vall d'Alcalà, la",22.85,167
"10","12","125","1","Vall de Almonacid",21.12,269
"09","17","208","2","Vall de Bianya, La",93.69,1264
"09","25","043","2","Vall de Boí, La",220.5,1021
"09","25","901","0","Vall de Cardós",56.43,364
"10","03","136","0","Vall de Gallinera",53.63,571
"10","03","137","6","Vall de Laguar, la",23.05,846
"10","03","135","7","Vall d'Ebo, la",32.43,216
"09","17","207","6","Vall d'en Bas, La",90.64,3072
"10","12","126","4","Vall d'Uixó, la",67.08,31660
"10","46","251","5","Vallada",61.5,3039
"07","47","186","8","Valladolid",197.37,298412
"10","46","252","0","Vallanca",56.61,139
"07","09","408","1","Vallarta de Bureba",19.12,42
"10","12","123","3","Vallat",5.01,49
"09","08","292","2","Vallbona d'Anoia",6.43,1373
"09","25","238","5","Vallbona de les Monges",34.34,233
"09","08","293","8","Vallcebre",28.06,250
"09","43","158","9","Vallclara",13.45,98
"04","07","063","0","Valldemossa",42.93,1969
"01","29","093","9","Valle de Abdalajís",21.17,2542
"08","16","173","9","Valle de Altomira, El",147.41,211
"02","22","243","6","Valle de Bardají",45.48,30
"07","34","196","6","Valle de Cerrato",38.96,90
"15","31","086","3","Valle de Egüés/Eguesibar",53.26,21128
"02","22","901","6","Valle de Hecho",234.43,822
"11","06","146","9","Valle de la Serena",125.26,1191
"07","09","904","8","Valle de las Navas",111.83,520
"02","22","244","1","Valle de Lierp",32.76,39
"07","09","908","6","Valle de Losa",227.66,490
"07","09","409","4","Valle de Manzanedo",70.44,120
"11","06","147","5","Valle de Matamoros",4.9,367
"07","09","410","8","Valle de Mena",263.17,3726
"07","09","411","5","Valle de Oca",38.47,163
"15","31","194","4","Valle de Ollo/Ollaran",37.22,421
"11","06","148","1","Valle de Santa Ana",3.73,1139
"07","09","902","7","Valle de Santibáñez",105.86,500
"07","09","905","1","Valle de Sedano",264.06,436
"07","40","218","9","Valle de Tabladillo",16.46,86
"07","09","412","0","Valle de Tobalina",157.49,954
"16","48","080","6","Valle de Trápaga-Trapagaran",12.85,11985
"07","09","413","6","Valle de Valdebezana",156.64,475
"07","09","414","1","Valle de Valdelaguna",92.66,187
"07","09","415","4","Valle de Valdelucio",95.7,326
"06","39","101","4","Valle de Villaverde",19.65,283
"15","31","260","6","Valle de Yerri/Deierri",252.61,1506
"07","09","416","7","Valle de Zamanzas",19.27,66
"07","34","902","0","Valle del Retortillo",62.98,164
"01","18","907","5","Valle del Zalabí",108.68,2128
"05","38","049","1","Valle Gran Rey",32.21,4564
"01","18","902","2","Valle, El",25.84,914
"07","24","191","6","Vallecillo",23.36,128
"02","44","249","9","Vallecillo, El",21.59,47
"05","38","050","4","Vallehermoso",108.54,2901
"07","09","417","3","Vallejera",18.32,43
"07","37","343","6","Vallejera de Riofrío",7.26,73
"07","40","219","2","Vallelado",36.84,694
"07","40","220","6","Valleruela de Pedraza",9.7,71
"07","40","221","3","Valleruela de Sepúlveda",15.99,51
"10","46","253","6","Vallés",1.24,157
"07","09","418","9","Valles de Palenzuela",20.87,81
"07","49","230","8","Vallesa de la Guareña",28.01,83
"05","35","032","6","Valleseco",22.13,3749
"09","25","240","2","Vallfogona de Balaguer",27.11,1876
"09","17","170","7","Vallfogona de Ripollès",38.99,206
"09","43","159","2","Vallfogona de Riucorb",10.94,91
"09","08","294","3","Vallgorguina",22.17,2891
"10","12","127","0","Vallibona",91.37,69
"09","08","295","6","Vallirana",23.81,15006
"09","17","209","5","Vall-llobrega",5.43,899
"09","43","160","6","Vallmoll",16.6,1756
"09","08","296","9","Vallromanes",10.59,2579
"09","43","161","3","Valls",55.46,24359
"09","25","906","2","Valls d'Aguilar, Les",123.78,260
"09","25","239","8","Valls de Valira, Les",169.44,791
"07","09","419","2","Valluércanes",27.95,72
"02","50","275","8","Valmadrid",50.57,117
"07","09","407","5","Valmala",16.97,28
"08","45","180","0","Valmojado",26.18,4303
"01","18","183","9","Válor",58.57,675
"07","47","184","2","Valoria la Buena",43.31,629
"02","50","276","1","Valpalmas",39.79,140
"07","37","340","8","Valsalabroso",27.38,145
"08","16","234","2","Valsalobre",38.08,23
"07","40","214","1","Valseca",23.2,233
"01","14","064","1","Valsequillo",122.03,356
