"CODAUTO","CPRO","CMUN","DC","NOMBRE","SUPERFICIE","HABITANTES"
"07","09","251","8","Pancorbo",58.45,434
"02","44","177","4","Pancrudo",100.12,113
"02","50","200","7","Paniza",47.31,609
"02","22","170","2","Panticosa",95.9,784
"08","45","128","4","Pantoja",28.16,3317
"12","27","041","0","Pantón",143.24,2542
"07","05","179","4","Papatrigo",21,226
"09","08","158","0","Papiol, El",8.85,4145
"08","16","150","5","Paracuellos",123.48,94
"13","28","104","9","Paracuellos de Jarama",43.92,25269
"02","50","201","4","Paracuellos de Jiloca",32,592
"02","50","202","9","Paracuellos de la Ribera",14.96,143
"07","37","230","1","Parada de Arriba",17.81,251
"07","37","231","8","Parada de Rubiales",31.59,252
"12","32","057","0","Parada de Sil",62.43,538
"01","41","071","1","Paradas",109.78,6908
"12","27","042","5","Paradela",121.12,1779
"07","37","232","3","Paradinas de San Juan",35.63,396
"07","34","122","4","Páramo de Boedo",22.76,126
"07","24","110","6","Páramo del Sil",190.17,1259
"12","27","043","1","Páramo, O",74.8,1366
"01","29","077","0","Parauta",44.45,251
"10","03","100","7","Parcent",11.77,929
"07","09","253","9","Pardilla",15.2,117
"09","17","125","4","Pardines",31.42,162
"08","19","209","4","Pardos",23.15,43
"08","16","151","2","Paredes",19.36,66
"08","45","129","7","Paredes de Escalona",24.92,111
"07","34","123","0","Paredes de Nava",128.98,1885
"08","19","210","8","Paredes de Sigüenza",32.95,19
"08","19","211","5","Pareja",91.6,393
"09","08","159","3","Parets del Vallès",9.16,19082
"13","28","106","5","Parla",24.51,130124
"09","17","126","7","Parlavà",6.22,394
"08","16","152","7","Parra de las Vegas, La",61.51,33
"11","06","099","4","Parra, La",78.21,1346
"07","05","180","8","Parral, El",10.89,67
"02","44","178","0","Parras de Castellote, Las",42.13,55
"03","33","045","0","Parres",126.24,5336
"07","47","110","4","Parrilla, La",44.78,480
"08","45","130","1","Parrillas",51.03,352
"01","04","072","0","Partaloa",52.61,1110
"07","09","255","7","Partido de la Sierra en Tobalina",29.79,86
"16","20","064","6","Pasaia",11.34,16156
"11","10","138","2","Pasarón de la Vera",38.97,632
"07","05","181","5","Pascualcobo",16.14,45
"05","38","027","6","Paso, El",135.94,7622
"09","43","101","6","Passanant i Belltall",27.35,163
"07","37","233","9","Pastores",12.69,59
"12","27","044","6","Pastoriza, A",174.99,3002
"08","19","212","0","Pastrana",95.7,850
"02","50","203","5","Pastriz",16.52,1297
"10","46","190","1","Paterna",35.85,70195
"01","11","025","7","Paterna de Rivera",13.83,5470
"01","21","056","1","Paterna del Campo",132.53,3509
"08","02","058","2","Paterna del Madera",112.34,348
"01","04","073","6","Paterna del Río",45.48,371
"13","28","107","1","Patones",34.47,541
"09","17","128","9","Pau",10.44,560
"09","43","102","1","Paüls",43.72,556
"10","12","088","4","Pavías",14.41,61
"01","21","057","7","Paymogo",213.47,1159
"07","34","124","5","Payo de Ojeda",19.28,67
"07","37","234","4","Payo, El",61.87,338
"12","36","037","2","Pazos de Borbén",49.99,2999
"17","26","113","0","Pazuengos",25.12,30
"01","23","066","0","Peal de Becerro",147.36,5266
"01","04","074","1","Pechina",46.06,4037
"08","16","153","3","Pedernoso, El",56.41,1124
"12","27","045","9","Pedrafita do Cebreiro",104.91,1001
"07","47","111","1","Pedraja de Portillo, La",56.77,1139
"07","47","112","6","Pedrajas de San Esteban",30.72,3327
"10","46","191","8","Pedralba",58.85,2778
"07","49","145","3","Pedralba de la Pradería",105.11,237
"07","40","156","9","Pedraza",31.58,344
"07","37","235","7","Pedraza de Alba",23.25,235
"07","34","125","8","Pedraza de Campos",32.38,82
"08","19","213","6","Pedregal, El",23.2,74
"10","03","101","4","Pedreguer",29.58,7699
"01","41","072","6","Pedrera",60.64,5194
"09","17","129","2","Pedret i Marzà",8.63,198
"13","28","108","7","Pedrezuela",28.35,5892
"01","14","050","0","Pedro Abad",23.46,2837
"07","05","182","0","Pedro Bernardo",69.01,817
"01","18","152","9","Pedro Martínez",136.9,1107
"08","13","061","0","Pedro Muñoz",101.06,7293
"01","14","051","7","Pedroche",121.65,1516
"02","50","204","0","Pedrola",113.74,3568
"08","16","154","8","Pedroñeras, Las",224.67,6638
"07","05","183","6","Pedro-Rodríguez",14.08,134
"07","09","256","0","Pedrosa de Duero",69.86,484
"07","34","126","1","Pedrosa de la Vega",21.06,300
"07","09","259","5","Pedrosa de Río Úrbel",49.06,240
"07","09","257","6","Pedrosa del Páramo",11.33,89
"07","09","258","2","Pedrosa del Príncipe",28.41,175
"07","47","113","2","Pedrosa del Rey",51.93,168
"02","50","205","3","Pedrosas, Las",18.26,87
"07","37","236","0","Pedrosillo de Alba",19.26,136
"07","37","237","6","Pedrosillo de los Aires",70.39,350
"07","37","238","2","Pedrosillo el Ralo",8.12,124
"17","26","114","5","Pedroso",19.29,74
"11","10","139","5","Pedroso de Acim",33.23,80
"07","37","239","5","Pedroso de la Armuña, El",20.26,214
"01","41","073","2","Pedroso, El",314.13,2018
"01","23","067","6","Pegalajar",79.95,2919
"10","03","102","9","Pego",52.85,10128
"07","49","146","6","Pego, El",26.81,296
"07","05","184","1","Peguerinos",87.01,272
"07","37","240","9","Pelabravo",23.26,1191
"08","45","131","8","Pelahustán",44.39,311
"07","37","241","6","Pelarrodríguez",14.64,168
"07","37","242","1","Pelayos",44.4,81
"13","28","109","0","Pelayos de la Presa",7.58,2596
"07","40","157","5","Pelayos del Arroyo",12.45,45
"07","49","147","2","Peleagonzalo",13.29,266
"07","49","148","8","Peleas de Abajo",12.01,283
"01","18","153","5","Peligros",10.14,11394
"06","39","048","1","Penagos",31.67,2142
"10","03","103","5","Penàguila",49.92,292
"09","25","164","1","Penelles",25.54,452
"10","12","089","7","Peníscola/Peñíscola",78.97,7612
"07","37","243","7","Peña, La",25.19,92
"07","37","244","2","Peñacaballera",6.26,139
"16","01","044","2","Peñacerrada-Urizaharra",62.18,261
"07","47","114","7","Peñafiel",76.07,5037
"01","41","074","7","Peñaflor",82.89,3656
"07","47","115","0","Peñaflor de Hornija",66.21,297
"02","22","172","4","Peñalba",156.7,611
"07","05","185","4","Peñalba de Ávila",23.52,102
"08","19","214","1","Peñalén",59.18,73
"11","06","100","8","Peñalsordo",47.33,918
"08","19","215","4","Peñalver",40.98,144
"03","33","046","3","Peñamellera Alta",92.19,514
"03","33","047","9","Peñamellera Baja",84.06,1226
"07","37","245","5","Peñaparda",62.25,353
"07","37","246","8","Peñaranda de Bracamonte",22.96,6260
"07","09","261","6","Peñaranda de Duero",64.53,528
"07","37","247","4","Peñarandilla",12.73,182
"02","44","179","3","Peñarroya de Tastavins",83.28,439
"01","14","052","2","Peñarroya-Pueblonuevo",64.88,10695
"06","39","049","4","Peñarrubia",53.06,319
"02","22","173","0","Peñas de Riglos, Las",217.87,248
"08","02","060","9","Peñas de San Pedro",158.76,1399
"08","02","059","5","Peñascosa",189.26,334
"07","49","149","1","Peñausende",95.02,385
"08","45","132","3","Pepino",45.83,3055
"07","49","150","4","Peque",38.88,130
"09","17","130","6","Pera, La",11.9,446
"02","44","180","7","Peracense",28.66,77
"09","08","160","7","Perafita",15.98,395
"09","43","103","7","Perafort",9.67,1261
"07","09","262","1","Peral de Arlanza",29.03,169
"08","16","155","1","Peral, El",85.84,632
"09","17","132","8","Peralada",43.76,1850
"11","10","140","9","Peraleda de la Mata",91.9,1369
"11","10","141","6","Peraleda de San Román",61.9,310
"11","06","101","5","Peraleda del Zaucejo",163.73,513
"08","16","156","4","Peraleja, La",34.93,97
"02","44","181","4","Peralejos",36.1,79
"07","37","248","0","Peralejos de Abajo",19.68,164
"07","37","249","3","Peralejos de Arriba",32.69,38
"08","19","216","7","Peralejos de las Truchas",70.76,143
"07","34","127","7","Perales",27.46,87
"13","28","110","4","Perales de Tajuña",48.92,2935
"02","44","182","9","Perales del Alfambra",104.24,229
"11","10","142","1","Perales del Puerto",36.28,952
"02","22","174","5","Peralta de Alcofea",116.14,556
"02","22","175","8","Peralta de Calasanz",114.88,210
"15","31","202","1","Peralta/Azkoien",88.7,5893
"02","22","176","1","Peraltilla",16.2,196
"08","19","217","3","Peralveche",81.31,45
"09","25","165","4","Peramola",56.04,347
"07","24","112","8","Peranzanes",117.54,300
"02","22","177","7","Perarrúa",30.05,111
"07","49","151","1","Perdigón, El",51.22,671
"02","50","206","6","Perdiguera",109.77,572
"12","32","058","6","Pereiro de Aguiar, O",60.89,6275
"09","43","104","2","Perelló, El",100.62,2770
"07","37","250","6","Pereña de la Ribera",48.82,345
"07","49","152","6","Pereruela",160.69,530
"01","29","079","9","Periana",58.75,3048
"07","49","153","2","Perilla de Castro",33.03,161
"07","34","904","1","Pernía, La",165.28,320
"07","37","251","3","Peromingo",8.79,118
"07","40","158","1","Perosillo",10.12,16
"12","32","059","9","Peroxa, A",54.52,1819
"02","22","178","3","Pertusa",29.37,113
"06","39","050","7","Pesaguero",69.99,292
"11","10","143","7","Pescueza",52.06,148
"11","10","144","2","Pesga, La",19.88,1034
"03","33","048","5","Pesoz",38.98,147
"06","39","051","4","Pesquera",8.83,78
"07","47","116","3","Pesquera de Duero",55.86,448
"08","16","157","0","Pesquera, La",72.3,215
"15","31","203","7","Petilla de Aragón",27.55,31
"12","32","060","3","Petín",30.48,861
"04","07","041","4","Petra",70.04,2860
"10","03","104","0","Petrer",104.09,34276
"10","46","192","3","Petrés",1.87,997
"08","02","061","6","Pétrola",74.61,692
"01","18","154","0","Peza, La",101.29,1178
"13","28","111","1","Pezuela de las Torres",41.44,842
"07","49","154","7","Pías",43.91,113
"10","46","193","9","Picanya",7.2,11513
"10","46","194","4","Picassent",85.79,20942
"08","16","158","6","Picazo, El",24.9,666
"08","13","062","5","Picón",59.66,658
"08","13","063","1","Piedrabuena",565.36,4395
"07","05","186","7","Piedrahíta",28.67,1822
"07","49","155","0","Piedrahita de Castro",20.97,87
"07","05","187","3","Piedralaves",55.25,2061
"15","31","204","2","Piedramillera",13.26,37
"11","10","145","5","Piedras Albas",4.54,147
"02","50","207","2","Piedratajada",22.66,95
"06","39","052","9","Piélagos",84.31,25559
"09","08","161","4","Piera",57.22,15603
"07","09","265","5","Piérnigas",13.4,51
"10","03","902","1","Pilar de la Horadada",77.81,21905
"01","41","075","0","Pilas",45.94,13974
"10","46","195","7","Piles",3.94,2685
"09","43","105","5","Piles, Les",22.51,212
"03","33","049","8","Piloña",283.89,6973
"02","50","208","8","Pina de Ebro",309.17,2362
"10","12","090","1","Pina de Montalgrao",31.6,111
"05","38","901","3","Pinar de El Hierro, El",82.74,1870
"01","18","910","8","Pinar, El",38.01,877
"08","16","159","9","Pinarejo",61.82,212
"07","40","159","4","Pinarejos",29.72,186
"07","40","160","8","Pinarnegrillo",19.52,96
"08","16","160","3","Pineda de Gigüela",29.08,60
"07","09","266","8","Pineda de la Sierra",68.77,106
"09","08","163","5","Pineda de Mar",10.46,27272
"07","09","267","4","Pineda Trasmonte",28.17,113
"07","37","252","8","Pinedas",14.59,107
"09","43","106","8","Pinell de Brai, El",57.49,1017
"09","25","166","7","Pinell de Solsonès",90.97,200
"10","46","196","0","Pinet",11.89,157
"08","19","218","9","Pinilla de Jadraque",13.27,50
"07","09","268","0","Pinilla de los Barruecos",32.52,95
"07","09","269","3","Pinilla de los Moros",11.01,35
"08","19","219","2","Pinilla de Molina",23.18,10
"07","49","156","3","Pinilla de Toro",24.36,232
"07","42","139","1","Pinilla del Campo",19.39,21
"13","28","112","6","Pinilla del Valle",25.84,191
"07","09","270","7","Pinilla Trasmonte",68.31,171
"17","26","115","8","Pinillos",11.89,23
"07","37","253","4","Pino de Tormes, El",20.22,155
"07","49","157","9","Pino del Oro",29.57,195
"07","34","129","6","Pino del Río",51.99,174
"12","15","066","0","Pino, O",132.15,4641
"11","10","146","8","Pinofranqueado",146.84,1736
"09","25","167","3","Pinós",104.45,287
"01","18","157","2","Pinos Genil",13.99,1457
"01","18","158","8","Pinos Puente",92.94,9930
"10","03","105","3","Pinós, el/Pinoso",126.46,7966
"02","50","209","1","Pinseque",16.09,3973
"02","50","210","5","Pintanos, Los",79.64,37
"13","28","113","2","Pinto",62.04,52526
"07","34","130","0","Piña de Campos",12.39,217
"07","47","117","9","Piña de Esgueva",29.96,324
"01","18","159","1","Píñar",125.72,1138
"07","47","118","5","Piñel de Abajo",21.27,161
"07","47","119","8","Piñel de Arriba",23.41,89
"07","49","158","5","Piñero, El",19.71,227
"12","32","061","0","Piñor",52.69,1176
"13","28","114","7","Piñuécar-Gandullas",18.19,185
"11","10","147","4","Piornal",36.39,1519
"08","19","220","6","Pioz",19.42,4052
"08","19","221","3","Piqueras",32.31,55
"08","16","161","0","Piqueras del Castillo",45.86,48
"09","43","107","4","Pira",8.09,493
"02","22","181","7","Piracés",25.15,102
"02","44","183","5","Pitarque",54.35,73
"07","37","254","9","Pitiegua",19.75,184
"15","31","205","5","Pitillas",42.38,484
"01","29","080","3","Pizarra",63.61,9226
"07","37","255","2","Pizarral",16.67,46
"09","43","108","0","Pla de Santa Maria, El",35.09,2327
"09","08","164","0","Pla del Penedès, El",9.48,1256
"02","22","182","2","Plan",93.36,283
"10","03","106","6","Planes",38.87,693
"09","17","133","4","Planes d'Hostoles, Les",37.48,1683
"09","17","134","9","Planoles",18.75,288
"09","25","911","8","Plans de Sió, Els",56.14,506
"11","10","148","0","Plasencia",217.94,39913
"02","50","211","2","Plasencia de Jalón",34.77,306
"11","10","149","3","Plasenzuela",36.67,492
"02","50","212","7","Pleitas",2.14,34
"02","50","213","3","Plenas",37.95,106
"16","48","077","3","Plentzia",5.91,4331
"14","30","032","0","Pliego",29.34,3847
"02","44","184","0","Plou",17.21,43
"09","25","168","9","Poal, El",8.86,648
"10","12","093","9","Pobla de Benifassà, la",136.17,202
"09","25","169","2","Pobla de Cérvoles, La",61.99,191
"09","08","165","3","Pobla de Claramunt, La",18.55,2193
"10","46","199","5","Pobla de Farnals, la",3.62,7978
"09","08","166","6","Pobla de Lillet, La",51.52,1095
"09","43","109","3","Pobla de Mafumet, La",6.13,3904
"09","43","110","7","Pobla de Massaluca, La",43.1,318
"09","43","111","4","Pobla de Montornès, La",12.29,2839
"09","25","171","3","Pobla de Segur, La",33.19,2984
"10","46","202","1","Pobla de Vallbona, la",33.1,24433
"10","46","200","9","Pobla del Duc, la",18.87,2543
"10","46","203","7","Pobla Llarga, la",10.09,4452
"10","12","094","4","Pobla Tornesa, la",25.91,1211
"04","07","044","0","Pobla, Sa",48.59,13475
"07","34","131","7","Población de Arroyo",22.87,60
"07","34","132","2","Población de Campos",23.26,129
"07","34","133","8","Población de Cerrato",19.79,109
"07","24","113","4","Pobladura de Pelayo García",20.17,373
"07","49","160","2","Pobladura de Valderaduey",12.56,40
"07","49","159","8","Pobladura del Valle",14.15,295
"08","13","064","6","Poblete",27.93,2626
"10","03","901","6","Poblets, els",3.62,2705
"08","19","222","8","Pobo de Dueñas, El",55.28,109
"02","44","185","3","Pobo, El",63.6,110
"09","43","112","9","Poboleda",13.76,313
"12","32","063","1","Pobra de Trives, A",84.2,2067
"12","27","047","8","Pobra do Brollón, A",176.71,1648
"12","15","067","6","Pobra do Caramiñal, A",32.51,9338
"12","36","041","2","Poio",33.93,17082
"12","27","046","2","Pol",125.9,1609
"07","24","114","9","Pola de Gordón, La",157.64,3224
"06","39","053","5","Polaciones",89.58,232
"08","45","133","9","Polán",158.62,3848
"06","39","054","0","Polanco",17.58,5896
"07","34","134","3","Polentinos",14.87,38
"02","22","184","3","Poleñino",33.02,200
"01","18","161","2","Polícar",5.38,276
"09","08","167","2","Polinyà",8.81,8479
"10","46","197","6","Polinyà de Xúquer",9.18,2472
"04","07","042","9","Pollença",151.65,16283
"07","47","121","9","Pollos",50.53,597
"10","03","107","2","Polop",22.56,4965
"01","18","162","7","Polopos",26.5,1756
"07","34","135","6","Pomar de Valdivia",81.37,470
"02","50","214","8","Pomer",33.11,22
"07","24","115","2","Ponferrada",283.17,64674
"03","33","050","1","Ponga",206.36,586
"09","43","113","5","Pont d'Armentera, El",21.55,505
"09","25","030","6","Pont de Bar, El",43.35,157
"09","17","135","2","Pont de Molins",8.63,529
"09","25","173","4","Pont de Suert, El",148.39,2220
"09","08","182","5","Pont de Vilomara i Rocafort, El",27.65,3830
"12","36","043","3","Ponte Caldelas",87,5494
"12","36","042","7","Ponteareas",125.53,22877
"12","15","068","2","Ponteceso",91.97,5502
"12","36","044","8","Pontecesures",6.69,3052
"12","15","069","5","Pontedeume",29.26,7777
"12","32","064","6","Pontedeva",9.86,511
"12","27","048","4","Pontenova, A",135.8,2264
"12","15","070","9","Pontes de García Rodríguez, As",249.37,10138
"12","36","038","8","Pontevedra",118.47,83029
"09","43","141","8","Pontils",67.62,117
"09","08","168","8","Pontons",25.38,532
"09","17","136","5","Pontós",13.65,266
"09","25","172","8","Ponts",31.21,2601
"01","23","069","5","Porcuna",175.57,6235
"12","32","062","5","Porqueira",43.4,815
"09","17","137","1","Porqueres",33.74,4621
"09","43","114","0","Porrera",28.78,439
"04","07","043","5","Porreres",86.91,5502
"12","36","039","1","Porriño, O",61.17,19848
"09","17","140","4","Port de la Selva, El",41.77,970
"11","10","150","6","Portaje",100.55,355
"08","16","162","5","Portalrubio de Guadamejud",20.97,22
"12","36","040","5","Portas",22.71,2940
"09","17","138","7","Portbou",9.27,1075
"10","12","091","8","Portell de Morella",49.4,197
"09","25","174","9","Portella, La",12.35,728
"02","44","187","2","Portellada, La",21.37,235
"11","10","151","3","Portezuelo",126.11,218
"08","16","163","1","Portilla",32.91,59
"07","47","122","4","Portillo",64.42,2432
"07","42","140","5","Portillo de Soria",12.94,14
"08","45","134","4","Portillo de Toledo",19.95,2209
"07","49","162","4","Porto",200.82,178
"12","15","071","6","Porto do Son",94.58,9171
"12","27","049","7","Portomarín",115.1,1471
"16","48","078","9","Portugalete",3.18,45766
"01","18","163","3","Pórtugos",20.83,382
"08","13","065","9","Porzuna",211.9,3532
"07","24","116","5","Posada de Valdeón",164.06,415
"01","14","053","8","Posadas",160.28,7325
"06","39","055","3","Potes",7.62,1343
"10","46","198","2","Potries",3.07,1046
